1,What is 5 + 3?,6,7,8,9,8,Mathematics,Elementary,2025-06-04 21:32:50.16271
189,What is table salt made of?,Hydrogen and oxygen,Sodium and chlorine,Carbon and oxygen,Iron and sulfur,Sodium and chlorine,Chemistry,Middle School,2025-06-04 21:32:50.302733
190,What is the smallest part of an element that still has its properties?,Electron,Atom,Molecule,Compound,Atom,Chemistry,Middle School,2025-06-04 21:32:50.303402
191,What do you call a combination of two or more substances that can be separated?,Element,Mixture,Compound,Solution,Mixture,Chemistry,Middle School,2025-06-04 21:32:50.3041
192,Which element is needed for fire to burn?,Carbon,Hydrogen,Oxygen,Nitrogen,Oxygen,Chemistry,Middle School,2025-06-04 21:32:50.304824
193,Which of these is a chemical property?,Color,Melting point,Reactivity,Density,Reactivity,Chemistry,Middle School,2025-06-04 21:32:50.305506
194,How many atoms are in one water molecule?,1,2,3,4,3,Chemistry,Middle School,2025-06-04 21:32:50.306192
195,What kind of change is burning wood?,Physical change,Chemical change,Phase change,No change,Chemical change,Chemistry,Middle School,2025-06-04 21:32:50.306883
196,Which of the following is an example of a compound?,Iron,Air,Water,Helium,Water,Chemistry,Middle School,2025-06-04 21:32:50.30773
197,What is the center of an atom called?,Electron,Shell,Nucleus,Molecule,Nucleus,Chemistry,Middle School,2025-06-04 21:32:50.308413
198,What is the chemical symbol for sodium?,Na,S,So,Sn,Na,Chemistry,Middle School,2025-06-04 21:32:50.309026
199,Which tool is used to measure mass?,Thermometer,Graduated cylinder,Balance,Meter stick,Balance,Chemistry,Middle School,2025-06-04 21:32:50.30965
200,What kind of bond involves sharing electrons?,Ionic bond,Hydrogen bond,Covalent bond,Metallic bond,Covalent bond,Chemistry,Middle School,2025-06-04 21:32:50.310568
201,What is the basic unit of life?,Tissue,Cell,Organ,Organism,Cell,Biology,Middle School,2025-06-04 21:32:50.311172
202,What part of the cell contains genetic material?,Cytoplasm,Membrane,Nucleus,Mitochondria,Nucleus,Biology,Middle School,2025-06-04 21:32:50.311755
203,Which organ system is responsible for transporting blood?,Nervous system,Respiratory system,Digestive system,Circulatory system,Circulatory system,Biology,Middle School,2025-06-04 21:32:50.312295
204,Which of these is a vertebrate?,Worm,Frog,Insect,Spider,Frog,Biology,Middle School,2025-06-04 21:32:50.312834
205,Which process do plants use to make food?,Digestion,Respiration,Photosynthesis,Fermentation,Photosynthesis,Biology,Middle School,2025-06-04 21:32:50.313357
206,What gas do humans breathe in to survive?,Oxygen,Carbon dioxide,Nitrogen,Helium,Oxygen,Biology,Middle School,2025-06-04 21:32:50.313895
207,What part of the plant absorbs water and nutrients?,Stem,Leaves,Roots,Flowers,Roots,Biology,Middle School,2025-06-04 21:32:50.314448
208,Which part of the brain controls breathing and heartbeat?,Cerebellum,Cerebrum,Brain stem,Spinal cord,Brain stem,Biology,Middle School,2025-06-04 21:32:50.314976
209,What organ helps filter waste from the blood?,Liver,Stomach,Heart,Kidney,Kidney,Biology,Middle School,2025-06-04 21:32:50.315507
210,Which group includes animals with feathers?,Mammals,Fish,Reptiles,Birds,Birds,Biology,Middle School,2025-06-04 21:32:50.316094
211,What is the main function of the respiratory system?,Digest food,Pump blood,Remove waste,Exchange gases,Exchange gases,Biology,Middle School,2025-06-04 21:32:50.316659
212,Which body system helps protect against diseases?,Skeletal,Muscular,Immune,Digestive,Immune,Biology,Middle School,2025-06-04 21:32:50.317193
213,What do we call animals that eat only plants?,Carnivores,Omnivores,Herbivores,Scavengers,Herbivores,Biology,Middle School,2025-06-04 21:32:50.317698
214,Which organ produces insulin?,Liver,Pancreas,Stomach,Intestine,Pancreas,Biology,Middle School,2025-06-04 21:32:50.318207
215,What structure do plant cells have that animal cells do not?,Nucleus,Cell wall,Mitochondria,Cytoplasm,Cell wall,Biology,Middle School,2025-06-04 21:32:50.318718
216,What is DNA responsible for?,Carrying oxygen,Breaking down food,Storing genetic information,Providing energy,Storing genetic information,Biology,Middle School,2025-06-04 21:32:50.319216
217,What type of reproduction involves only one parent?,Sexual,Binary,Asexual,Meiosis,Asexual,Biology,Middle School,2025-06-04 21:32:50.320188
218,What organ pumps blood throughout the body?,Lungs,Liver,Heart,Brain,Heart,Biology,Middle School,2025-06-04 21:32:50.320906
219,Which part of the body helps us sense light?,Nose,Skin,Eye,Ear,Eye,Biology,Middle School,2025-06-04 21:32:50.321607
220,Which group of organisms is made of only one cell?,Plants,Fungi,Animals,Bacteria,Bacteria,Biology,Middle School,2025-06-04 21:32:50.322329
221,What is the green pigment in plants called?,Chlorophyll,Melanin,Hemoglobin,Keratin,Chlorophyll,Biology,Middle School,2025-06-04 21:32:50.323041
222,Which system helps the body move?,Nervous system,Circulatory system,Muscular system,Immune system,Muscular system,Biology,Middle School,2025-06-04 21:32:50.323783
223,What do we call the young form of a frog?,Tadpole,Larva,Egg,Worm,Tadpole,Biology,Middle School,2025-06-04 21:32:50.324388
224,How do fungi obtain food?,Photosynthesis,Absorbing nutrients,Eating plants,Breathing it,Absorbing nutrients,Biology,Middle School,2025-06-04 21:32:50.324962
225,What is the main function of the skeleton?,Produce blood,Protect organs,Digest food,Store fat,Protect organs,Biology,Middle School,2025-06-04 21:32:50.325786
226,What does CPU stand for?,Central Processing Unit,Computer Personal Unit,Central Programming Unit,Control Processing Unit,Central Processing Unit,Computer Science,Middle School,2025-06-04 21:32:50.326473
227,Which device is used to input data into a computer?,Monitor,Keyboard,Printer,Speaker,Keyboard,Computer Science,Middle School,2025-06-04 21:32:50.327089
228,What is software?,Physical parts of a computer,Programs and instructions,Computer games,Internet connection,Programs and instructions,Computer Science,Middle School,2025-06-04 21:32:50.327677
229,Which of these is an output device?,Mouse,Keyboard,Monitor,Scanner,Monitor,Computer Science,Middle School,2025-06-04 21:32:50.32837
230,What is the main function of an operating system?,Run applications,Manage computer hardware,Create documents,Connect to the internet,Manage computer hardware,Computer Science,Middle School,2025-06-04 21:32:50.329045
231,Which part stores data temporarily while the computer is on?,Hard drive,RAM,CPU,Motherboard,RAM,Computer Science,Middle School,2025-06-04 21:32:50.32971
232,What does HTML stand for?,Hyper Text Markup Language,High Tech Machine Language,Hyperlink and Text Markup Language,Hyper Tool Multi Language,Hyper Text Markup Language,Computer Science,Middle School,2025-06-04 21:32:50.330396
233,Which of these is a programming language?,HTTP,Python,HTML,FTP,Python,Computer Science,Middle School,2025-06-04 21:32:50.331057
234,What does URL stand for?,Uniform Resource Locator,Universal Resource Link,Uniform Reference Link,Universal Resource Locator,Uniform Resource Locator,Computer Science,Middle School,2025-06-04 21:32:50.331732
235,Which device is used to store data permanently?,RAM,Hard drive,CPU,Monitor,Hard drive,Computer Science,Middle School,2025-06-04 21:32:50.332498
236,What is the function of a web browser?,Create websites,Browse the internet,Write code,Store files,Browse the internet,Computer Science,Middle School,2025-06-04 21:32:50.333229
237,What is a virus in computing?,A program that protects your computer,A harmful program that damages data,A hardware device,A type of software update,A harmful program that damages data,Computer Science,Middle School,2025-06-04 21:32:50.333969
238,Which key combination is commonly used to copy?,Ctrl + C,Ctrl + V,Ctrl + X,Ctrl + Z,Ctrl + C,Computer Science,Middle School,2025-06-04 21:32:50.334651
239,What does GUI stand for?,Graphical User Interface,General User Input,Global User Interaction,Graph User Instruction,Graphical User Interface,Computer Science,Middle School,2025-06-04 21:32:50.335308
240,What is coding?,Writing instructions for computers,Building hardware,Fixing software,Designing websites,Writing instructions for computers,Computer Science,Middle School,2025-06-04 21:32:50.336119
241,What is an algorithm?,A step-by-step solution to a problem,A type of software,A programming language,A hardware device,A step-by-step solution to a problem,Computer Science,Middle School,2025-06-04 21:32:50.336819
242,Which device connects a computer to the internet?,Router,Printer,Monitor,Keyboard,Router,Computer Science,Middle School,2025-06-04 21:32:50.337495
243,What does USB stand for?,Universal Serial Bus,United Serial Block,Universal System Bus,United System Board,Universal Serial Bus,Computer Science,Middle School,2025-06-04 21:32:50.338106
244,What is cloud computing?,Storing and accessing data over the internet,Using a desktop computer,Programming software,Building a computer,Storing and accessing data over the internet,Computer Science,Middle School,2025-06-04 21:32:50.338703
245,Which language is used to style web pages?,HTML,CSS,Python,Java,CSS,Computer Science,Middle School,2025-06-04 21:32:50.339334
246,What is a loop in programming?,A command to repeat actions,A type of error,A program output,A variable,A command to repeat actions,Computer Science,Middle School,2025-06-04 21:32:50.33996
247,What device displays images and videos?,Speaker,Monitor,Mouse,Keyboard,Monitor,Computer Science,Middle School,2025-06-04 21:32:50.340589
248,What is a byte?,A unit of storage,A programming language,A type of virus,An input device,A unit of storage,Computer Science,Middle School,2025-06-04 21:32:50.341211
249,Which software helps you write code?,Text editor,Web browser,Game,Spreadsheet,Text editor,Computer Science,Middle School,2025-06-04 21:32:50.341854
250,What is debugging?,Finding and fixing errors in code,Writing new code,Designing graphics,Installing software,Finding and fixing errors in code,Computer Science,Middle School,2025-06-04 21:32:50.342761
251,What is the solution to the equation 2x + 3 = 11?,4,5,6,7,4,Mathematics,High School,2025-06-04 21:32:50.34337
252,"What is the slope of the line passing through points (2, 3) and (4, 7)?",1,2,3,4,2,Mathematics,High School,2025-06-04 21:32:50.343918
253,What is the quadratic formula?,x = (-b ± √(b² - 4ac)) / 2a,x = (-b ± √(b² + 4ac)) / 2a,x = (b ± √(b² - 4ac)) / 2a,x = (b ± √(b² + 4ac)) / 2a,x = (-b ± √(b² - 4ac)) / 2a,Mathematics,High School,2025-06-04 21:32:50.345015
254,"If f(x) = 3x² - 2x + 1, what is f(2)?",7,9,11,13,9,Mathematics,High School,2025-06-04 21:32:50.345669
255,What is the value of sin(90°)?,0,0.5,1,-1,1,Mathematics,High School,2025-06-04 21:32:50.346313
256,What is the derivative of f(x) = x³?,3x²,x²,3x,x³,3x²,Mathematics,High School,2025-06-04 21:32:50.34691
257,What is the area of a circle with radius 5?,25π,10π,50π,100π,25π,Mathematics,High School,2025-06-04 21:32:50.347617
258,What is the sum of the interior angles of a triangle?,90°,180°,270°,360°,180°,Mathematics,High School,2025-06-04 21:32:50.348231
259,"What is the next number in the sequence: 2, 4, 8, 16, ...?",18,20,24,32,32,Mathematics,High School,2025-06-04 21:32:50.348863
260,What is the value of log₁₀(100)?,1,2,10,100,2,Mathematics,High School,2025-06-04 21:32:50.349441
261,What is the solution set of the inequality 3x - 5 > 1?,x > 2,x > -2,x < 2,x < -2,x > 2,Mathematics,High School,2025-06-04 21:32:50.350033
262,"If a triangle has sides of length 3, 4, and 5, what type of triangle is it?",Equilateral,Isosceles,Right,Obtuse,Right,Mathematics,High School,2025-06-04 21:32:50.350596
263,"What is the median of the data set: 3, 7, 8, 5, 12, 14, 21, 13, 18?",8,12,13,14,12,Mathematics,High School,2025-06-04 21:32:50.351137
264,What is the sum of the first 10 natural numbers?,45,50,55,60,55,Mathematics,High School,2025-06-04 21:32:50.351773
265,What is the standard form of the equation of a circle?,(x - h)² + (y - k)² = r²,x² + y² = r,x² + y² = r²,(x + h)² + (y + k)² = r²,(x - h)² + (y - k)² = r²,Mathematics,High School,2025-06-04 21:32:50.352458
266,What is the factorial of 5 (5!)?,120,24,60,720,120,Mathematics,High School,2025-06-04 21:32:50.353331
267,What is the probability of flipping a coin and getting heads?,1,0.5,0.25,0,0.5,Mathematics,High School,2025-06-04 21:32:50.353993
268,What is the value of 7²?,14,42,49,56,49,Mathematics,High School,2025-06-04 21:32:50.354698
269,"What is the distance formula between points (x₁, y₁) and (x₂, y₂)?",√((x₂ - x₁)² + (y₂ - y₁)²),(x₂ - x₁) + (y₂ - y₁),√(x₁ + x₂) + (y₁ + y₂),((x₂ - x₁)² + (y₂ - y₁)²)²,√((x₂ - x₁)² + (y₂ - y₁)²),Mathematics,High School,2025-06-04 21:32:50.355481
270,What is the intercept of the line y = 3x + 4?,3,4,0,7,4,Mathematics,High School,2025-06-04 21:32:50.356112
271,What is the solution to the system: x + y = 6 and x - y = 2?,"x=4, y=2","x=2, y=4","x=3, y=3","x=6, y=0","x=4, y=2",Mathematics,High School,2025-06-04 21:32:50.356768
272,What is the binomial coefficient 'n choose k' formula?,n! / (k! (n - k)!),n! * k!,n! / (k! + (n - k)!),n! - k!,n! / (k! (n - k)!),Mathematics,High School,2025-06-04 21:32:50.357392
273,What is the value of e (Euler's number) approximately?,2.71,3.14,1.41,1.62,2.71,Mathematics,High School,2025-06-04 21:32:50.358012
274,What is the angle sum of a quadrilateral?,180°,360°,270°,90°,360°,Mathematics,High School,2025-06-04 21:32:50.358636
275,"If f(x) = 2x + 3, what is f⁻¹(7)?",2,3,5,7,2,Mathematics,High School,2025-06-04 21:32:50.359519
276,What is the formula for calculating velocity?,v = d / t,v = t / d,v = d * t,v = d + t,v = d / t,Physics,High School,2025-06-04 21:32:50.360129
277,What is Newton's Second Law?,F = m * a,F = m / a,F = a / m,F = m + a,F = m * a,Physics,High School,2025-06-04 21:32:50.360774
278,What is the unit of force?,Newton,Joule,Watt,Pascal,Newton,Physics,High School,2025-06-04 21:32:50.361354
279,What is the acceleration due to gravity on Earth?,9.8 m/s²,8.9 m/s²,10 m/s²,9.2 m/s²,9.8 m/s²,Physics,High School,2025-06-04 21:32:50.361966
280,What type of energy does a stretched spring have?,Kinetic energy,Potential energy,Thermal energy,Nuclear energy,Potential energy,Physics,High School,2025-06-04 21:32:50.362676
281,What is the SI unit of work?,Joule,Newton,Watt,Pascal,Joule,Physics,High School,2025-06-04 21:32:50.363309
282,What is the formula for kinetic energy?,KE = 1/2 mv²,KE = mgh,KE = mv,KE = mg,KE = 1/2 mv²,Physics,High School,2025-06-04 21:32:50.363909
283,What is the unit of power?,Watt,Joule,Newton,Pascal,Watt,Physics,High School,2025-06-04 21:32:50.364536
284,What does Ohm’s Law state?,V = IR,P = IV,E = mc²,F = ma,V = IR,Physics,High School,2025-06-04 21:32:50.365125
285,What is the speed of light in vacuum?,3 x 10^8 m/s,3 x 10^6 m/s,3 x 10^5 m/s,3 x 10^7 m/s,3 x 10^8 m/s,Physics,High School,2025-06-04 21:32:50.365833
286,What is the unit of electric current?,Ampere,Volt,Ohm,Watt,Ampere,Physics,High School,2025-06-04 21:32:50.366525
287,Which law explains the relationship between pressure and volume of a gas?,Boyle’s Law,Charles’s Law,Newton’s Law,Ohm’s Law,Boyle’s Law,Physics,High School,2025-06-04 21:32:50.367259
288,What is the formula for gravitational potential energy?,PE = mgh,PE = 1/2 mv²,PE = Fd,PE = mv,PE = mgh,Physics,High School,2025-06-04 21:32:50.36795
289,What does the Law of Conservation of Energy state?,Energy cannot be created or destroyed,Energy increases over time,Energy is always lost,Energy is not measurable,Energy cannot be created or destroyed,Physics,High School,2025-06-04 21:32:50.368582
290,What is the SI unit of frequency?,Hertz,Joule,Newton,Watt,Hertz,Physics,High School,2025-06-04 21:32:50.369174
291,What type of wave is sound?,Mechanical wave,Electromagnetic wave,Light wave,Radio wave,Mechanical wave,Physics,High School,2025-06-04 21:32:50.369873
292,What is the relationship between wavelength and frequency?,They are inversely proportional,They are directly proportional,They are equal,No relation,They are inversely proportional,Physics,High School,2025-06-04 21:32:50.370616
293,What does a convex lens do to light rays?,Converges them,Diverges them,Absorbs them,Reflects them,Converges them,Physics,High School,2025-06-04 21:32:50.371364
294,What is the unit of electric resistance?,Ohm,Ampere,Volt,Watt,Ohm,Physics,High School,2025-06-04 21:32:50.372028
295,What force keeps planets in orbit around the sun?,Gravitational force,Magnetic force,Frictional force,Nuclear force,Gravitational force,Physics,High School,2025-06-04 21:32:50.372664
296,What is the momentum of an object with mass 3 kg moving at 4 m/s?,12 kg·m/s,7 kg·m/s,1.33 kg·m/s,0.75 kg·m/s,12 kg·m/s,Physics,High School,2025-06-04 21:32:50.373284
297,Which of the following is a scalar quantity?,Speed,Velocity,Displacement,Acceleration,Speed,Physics,High School,2025-06-04 21:32:50.373916
298,What is the period of a wave?,Time taken for one complete cycle,Number of cycles per second,Distance between two crests,Height of the wave,Time taken for one complete cycle,Physics,High School,2025-06-04 21:32:50.374567
299,What type of energy transformation occurs in a hydroelectric dam?,Potential energy to electrical energy,Kinetic energy to thermal energy,Chemical energy to mechanical energy,Nuclear energy to light energy,Potential energy to electrical energy,Physics,High School,2025-06-04 21:32:50.37522
300,What is the main source of energy for the Earth’s climate system?,The Sun,The Moon,Volcanic activity,The Earth’s core,The Sun,Physics,High School,2025-06-04 21:32:50.376143
301,What is the atomic number of carbon?,6,12,14,8,6,Chemistry,High School,2025-06-04 21:32:50.376838
302,Which element is a noble gas?,Neon,Oxygen,Nitrogen,Chlorine,Neon,Chemistry,High School,2025-06-04 21:32:50.377491
303,What is the chemical formula for water?,H2O,CO2,O2,NaCl,H2O,Chemistry,High School,2025-06-04 21:32:50.378104
304,What is the pH of a neutral solution?,7,0,14,1,7,Chemistry,High School,2025-06-04 21:32:50.378697
305,What type of bond involves sharing electrons?,Covalent bond,Ionic bond,Metallic bond,Hydrogen bond,Covalent bond,Chemistry,High School,2025-06-04 21:32:50.379314
306,Which is an example of a chemical change?,Burning wood,Melting ice,Dissolving sugar,Breaking glass,Burning wood,Chemistry,High School,2025-06-04 21:32:50.379932
307,What is the charge of a proton?,Positive,Negative,Neutral,Depends on the element,Positive,Chemistry,High School,2025-06-04 21:32:50.380542
308,Which gas is most abundant in Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon,Nitrogen,Chemistry,High School,2025-06-04 21:32:50.381144
309,What is Avogadro's number?,6.022 x 10^23,3.14,9.8,1.6 x 10^-19,6.022 x 10^23,Chemistry,High School,2025-06-04 21:32:50.381758
310,What is the molar mass of water (H2O)?,18 g/mol,16 g/mol,20 g/mol,22 g/mol,18 g/mol,Chemistry,High School,2025-06-04 21:32:50.382417
311,What is the chemical symbol for gold?,Au,Ag,Gd,Ga,Au,Chemistry,High School,2025-06-04 21:32:50.383009
312,What does the Law of Conservation of Mass state?,Mass is neither created nor destroyed,Mass increases during reactions,Mass decreases during reactions,Mass changes into energy,Mass is neither created nor destroyed,Chemistry,High School,2025-06-04 21:32:50.383618
313,Which particle determines the identity of an element?,Proton,Neutron,Electron,Ion,Proton,Chemistry,High School,2025-06-04 21:32:50.384215
314,What is the valence electron count for oxygen?,6,2,8,4,6,Chemistry,High School,2025-06-04 21:32:50.384817
315,What type of reaction is combustion?,Exothermic,Endothermic,Neutral,None of these,Exothermic,Chemistry,High School,2025-06-04 21:32:50.385436
316,Which of the following is an acid?,HCl,NaOH,NaCl,H2O,HCl,Chemistry,High School,2025-06-04 21:32:50.386034
317,What is the main component of natural gas?,Methane,Ethane,Propane,Butane,Methane,Chemistry,High School,2025-06-04 21:32:50.386777
318,What is the electron configuration of hydrogen?,1s1,1s2,2s1,2p1,1s1,Chemistry,High School,2025-06-04 21:32:50.387379
319,What is a catalyst?,Substance that speeds up a reaction,Substance that slows down a reaction,Product of a reaction,Reactant,Substance that speeds up a reaction,Chemistry,High School,2025-06-04 21:32:50.387978
320,Which element has the highest electronegativity?,Fluorine,Oxygen,Nitrogen,Chlorine,Fluorine,Chemistry,High School,2025-06-04 21:32:50.388627
321,What is the charge of an electron?,Negative,Positive,Neutral,Depends on the atom,Negative,Chemistry,High School,2025-06-04 21:32:50.389254
322,What is the name of the compound NaCl?,Sodium chloride,Sodium oxide,Potassium chloride,Calcium chloride,Sodium chloride,Chemistry,High School,2025-06-04 21:32:50.389853
323,What is the process of a solid changing directly to gas called?,Sublimation,Condensation,Evaporation,Melting,Sublimation,Chemistry,High School,2025-06-04 21:32:50.390446
324,Which acid is found in vinegar?,Acetic acid,Sulfuric acid,Hydrochloric acid,Nitric acid,Acetic acid,Chemistry,High School,2025-06-04 21:32:50.391055
325,What is the typical shape of a methane molecule (CH4)?,Tetrahedral,Linear,Trigonal planar,Bent,Tetrahedral,Chemistry,High School,2025-06-04 21:32:50.392045
326,What is the basic unit of life?,Cell,Atom,Molecule,Organ,Cell,Biology,High School,2025-06-04 21:32:50.392791
327,Which organelle is known as the powerhouse of the cell?,Mitochondria,Nucleus,Ribosome,Chloroplast,Mitochondria,Biology,High School,2025-06-04 21:32:50.393424
328,What molecule carries genetic information?,DNA,RNA,Protein,Lipid,DNA,Biology,High School,2025-06-04 21:32:50.394008
329,Which process do plants use to make food?,Photosynthesis,Respiration,Transpiration,Fermentation,Photosynthesis,Biology,High School,2025-06-04 21:32:50.39468
330,What gas do plants take in for photosynthesis?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,Carbon dioxide,Biology,High School,2025-06-04 21:32:50.395363
331,What is the name of the process by which cells divide?,Mitosis,Meiosis,Fission,Fertilization,Mitosis,Biology,High School,2025-06-04 21:32:50.395961
332,Which kingdom do fungi belong to?,Fungi,Plantae,Animalia,Protista,Fungi,Biology,High School,2025-06-04 21:32:50.396519
333,What type of biomolecule are enzymes?,Proteins,Carbohydrates,Lipids,Nucleic acids,Proteins,Biology,High School,2025-06-04 21:32:50.397067
334,Where in the cell does cellular respiration occur?,Mitochondria,Chloroplast,Nucleus,Ribosome,Mitochondria,Biology,High School,2025-06-04 21:32:50.397632
335,What is the function of ribosomes?,Protein synthesis,Energy production,Storage,Transport,Protein synthesis,Biology,High School,2025-06-04 21:32:50.398254
336,Which macromolecule stores genetic information?,Nucleic acids,Proteins,Carbohydrates,Lipids,Nucleic acids,Biology,High School,2025-06-04 21:32:50.398822
337,Which organ system is responsible for transporting oxygen in the body?,Circulatory system,Digestive system,Respiratory system,Nervous system,Circulatory system,Biology,High School,2025-06-04 21:32:50.399421
338,What is the process by which plants lose water through leaves?,Transpiration,Respiration,Photosynthesis,Diffusion,Transpiration,Biology,High School,2025-06-04 21:32:50.399961
339,Which blood cells help fight infections?,White blood cells,Red blood cells,Platelets,Plasma,White blood cells,Biology,High School,2025-06-04 21:32:50.400546
340,What is the term for a change in DNA sequence?,Mutation,Evolution,Adaptation,Selection,Mutation,Biology,High School,2025-06-04 21:32:50.401186
341,Which part of the plant transports water?,Xylem,Phloem,Stomata,Root hairs,Xylem,Biology,High School,2025-06-04 21:32:50.401793
342,What is the name of the molecule that stores energy in cells?,ATP,DNA,RNA,Glucose,ATP,Biology,High School,2025-06-04 21:32:50.402352
343,Which macromolecules are the main components of cell membranes?,Lipids,Proteins,Carbohydrates,Nucleic acids,Lipids,Biology,High School,2025-06-04 21:32:50.40325
344,What type of reproduction involves two parents?,Sexual reproduction,Asexual reproduction,Binary fission,Budding,Sexual reproduction,Biology,High School,2025-06-04 21:32:50.404314
345,Which structure controls what enters and leaves the cell?,Cell membrane,Nucleus,Cytoplasm,Cell wall,Cell membrane,Biology,High School,2025-06-04 21:32:50.405116
346,Which process produces gametes?,Meiosis,Mitosis,Fertilization,Replication,Meiosis,Biology,High School,2025-06-04 21:32:50.405717
347,What is the main function of chloroplasts?,Photosynthesis,Respiration,Protein synthesis,Cell division,Photosynthesis,Biology,High School,2025-06-04 21:32:50.406313
348,Which biomolecule provides insulation and long-term energy storage?,Lipids,Proteins,Carbohydrates,Nucleic acids,Lipids,Biology,High School,2025-06-04 21:32:50.406973
349,What is the process by which water moves across a membrane?,Osmosis,Diffusion,Active transport,Facilitated diffusion,Osmosis,Biology,High School,2025-06-04 21:32:50.407636
350,What is the term for organisms that make their own food?,Autotrophs,Heterotrophs,Decomposers,Consumers,Autotrophs,Biology,High School,2025-06-04 21:32:50.408496
